순번,한자,급수,부수,음,훈,音,訓,예시 단어
1222,奏,5,大,주,연주하다,ソウ,かな(でる)・すす(める),"演奏(えんそう), 奏者(そうしゃ), 演奏会(えんそうかい), 吹奏楽(すいそうがく), 奏する(そうする)"
1223,相,8,目,상,서로,ソウ・ショウ,あい・さが・たす(ける),"相手(あいて), 首相(しゅしょう), 相談(そうだん), 相当(そうとう), 外相(がいしょう)"
1224,荘,2.5,艸,장,"별장, 씩씩하다",ソウ・ショウ,おごそ(か)・しもやしき,"別荘(べっそう), 山荘(さんそう), 荘厳(しょうごん)"
1225,草,10,艸,초,풀,ソウ,くさ,"煙草(たばこ), 七草(ななくさ), 草の根(くさのね), 雑草(ざっそう), 仕草(しぐさ)"
1226,送,8,辵,송,보내다,ソウ,おく(る),"放送(ほうそう), 送り(おくり), 送る(おくる), 見送り(みおくり), 輸送(ゆそう)"
1227,倉,7,人,창,창고,ソウ,くら・にわ(か),"倉敷(くらしき), 倉庫(そうこ), 米倉(こめぐら), 岩倉(やぐら), 鎌倉時代(かまくらじだい)"
1228,捜,2.5,手,수,찾다,ソウ,さが(す),"捜査(そうさ), 特捜部(とくそうぶ), 捜索(そうさく), 捜査本部(そうさほんぶ), 捜査員(そうさいん)"
1229,挿,2.5,手,삽,꽂다,ソウ,さ(す)・はさ(む)・す(げる)・さしはさ(む),"挿入(そうにゅう), 挿入歌(そうにゅうか), 挿絵(さしえ)"
1230,桑,3,木,상,뽕나무,ソウ,くわ,"桑田(そうでん), 桑原(くわばら), 扶桑(ふそう)"
1231,巣,7,ツ,소,둥지,ソウ,す,"卵巣(らんそう), 古巣(ふるす), 巣箱(すばこ), 空き巣(あきす), 巣立つ(すだつ)"
1232,掃,3,手,소,쓸다,ソウ,は(く)・はら(う),"掃除(そうじ), 清掃(せいそう), 一掃(いっそう), 掃除機(そうじき), 掃討作戦(そうとうさくせん)"
1233,曹,2.5,曰,조,무리,ソウ・ゾウ,つかさ・ともがら,"軍曹(ぐんそう), 法曹(ほうそう), 重曹(じゅうそう)"
1234,曽,2,曰,증,일찍,ソウ・ゾ・ソ・ゾウ,かつ(て)・かさ(なる)・ま(す)・すなわ(ち),未曽有(みそう)
1235,爽,2,大,상,산뜻하다,ソウ,さわ(やか)・あき(らか)・たが(う),"爽快(そうかい), 爽やか(さわやか), 颯爽(さっそう)"
1236,窓,5,穴,창,창문,ソウ,まど,"窓口(まどぐち), 同窓会(どうそうかい), 相談窓口(そうだんまどぐち), 窓ガラス(まどガラス), 車窓(しゃそう)"
1237,創,5,刀,창,만들다,ソウ,つく(る)・はじ(める)・きず,"創設(そうせつ), 創業(そうぎょう), 創造(そうぞう), 創作(そうさく), 創刊(そうかん)"
1238,喪,2.5,口,상,잃다,ソウ,も・うしな(う)・ほろ(びる)・ほろ(ぼす),"喪主(もしゅ), 喪失(そうしつ), 喪中(もちゅう), 記憶喪失(きおくそうしつ), 喪服(もふく)"
1239,痩,2,疒,수,"야위다, 살 빠지다",ソウ・シュウ,や(せる)・ほそ(い)・こ(ける),"痩せた(やせた), 痩せる(やせる), 痩せ型(やせがた)"
1240,葬,3,艸,장,"매장하다, 장례",ソウ,ほうむ(る),"葬儀(そうぎ), 葬式(そうしき), 冠婚葬祭(かんこんそうさい), 埋葬(まいそう), 火葬(かそう)"
1241,装,5,衣,장,꾸미다,ソウ・ショウ,よそお(う)・よそ(う),"装備(そうび), 衣装(いしょう), 偽装(ぎそう), 装置(そうち), 服装(ふくそう)"
1242,僧,4,人,승,승려,ソウ,無し,"僧侶(そうりょ), 小僧(こぞう)"
1243,想,8,心,상,생각,ソウ・ソ,おも(う),"感想(かんそう), 予想(よそう), 想像(そうぞう), 想定(そうてい), 理想(りそう)"
1244,層,5,尸,층,층,ソウ,かさ(なる),"支持層(しじそう), 無党派層(むとうはそう), 一層(いっそ), 断層(だんそう), 年齢層(ねんれいそう)"
1245,総,6,糸,총,거느리다,ソウ,す(べる)・すべ(て)・ふさ,"総合(そうごう), 総額(そうがく), 総裁(そうさい), 総会(そうかい), 総書記(そうしょき)"
1246,遭,3,辵,조,만나다,ソウ,あ(う),"遭遇(そうぐう), 遭難(そうなん), 遭う(あう)"
1247,槽,2.5,木,조,물통,ソウ,かいばおけ・おけ・ふね,"水槽(すいそう), 浴槽(よくそう)"
1248,踪,2,足,종,자취,ソウ・シュウ,あと,失踪(しっそう)
1249,操,5,手,조,"절조, 조종하다",ソウ,みさお・あやつ(る)・と(る),"操作(そうさ), 体操(たいそう), 操作性(そうさせい), 操業(そうぎょう), 操る(あやつる)"
1250,燥,4,火,조,마르다,ソウ,かわ(く)・はしゃ(ぐ),"乾燥(かんそう), 乾燥機(かんそうき), 焦燥(しょうそう)"
1251,霜,2.5,雨,상,서리,ソウ,しも,霜降り(しもふり)
1252,騒,4,馬,소,떠들다,ソウ,さわ(ぐ)・ざわ(つく)・ぞめ(く)・うれ(い),"騒動(そうどう), 騒ぎ(さわぎ), 騒音(そうおん), 大騒ぎ(おおさわぎ), 騒ぐ(さわぐ)"
1253,藻,2.5,艸,조,"해초, 수초",ソウ,も・あや,"海藻(かいそう), 藻類(そうるい)"
1254,造,6,辵,조,"만들다, 짓다",ゾウ,つく(る)・いた(る)・な(る)・はじ(める)・みやつこ,"製造(せいぞう), 構造(こうぞう), 製造業(せいぞうぎょう), 創造(そうぞう), 造り(つくり)"
1255,像,6,人,상,모양,ゾウ・ショウ,かたち・かたど(る),"映像(えいぞう), 想像(そうぞう), 画像(がぞう), 想像力(そうぞうりょく), 仏像(ぶつぞう)"
1256,増,6,土,증,"늘다, 증가하다",ゾウ・ソウ,ま(す)・ふ(える)・ふ(やす),"増加(ぞうか), 増える(ふえる), 増やし(ふやし), 増やす(ふやす), 増し(まし)"
1257,憎,3,心,증,"밉다, 얄밉다",ゾウ・ソウ,にく(む)・にく(い)・にく(らしい)・にく(しみ),"憎しみ(にくしみ), 憎む(にくむ), 憎い(にくい), 憎悪(ぞうお), 愛憎(あいぞう)"
1258,蔵,5,艸,장,창고,ゾウ・ソウ,くら・おさ(める)・かく(れる),"冷蔵庫(れいぞうこ), 内蔵(ないぞう), 大蔵(おおくら), 酒蔵(さかぐら), 所蔵(しょぞう)"
1259,贈,4,貝,증,주다,ゾウ・ソウ,おく(る),"贈る(おくる), 寄贈(きそう), 贈与税(ぞうよぜい), 贈与(ぞうよ), 贈り物(おくりもの)"
1260,臓,5,肉,장,장기,ゾウ・ソウ,はらわた,"心臓(しんぞう), 内臓(ないぞう), 肝臓(かんぞう), 臓器移植(ぞうきいしょく), 臓器(ぞうき)"
1261,即,4,卩,즉,곧,ソク・ショク,つ(く)・すなわ(ち),"即日(そくじつ), 即座に(そくざに), 即時(そくじ), 即日開票(そくじつかいひょう), 即効(そっこう)"
1262,束,7,木,속,"약속, 묶음, 다발",ソク,たば・つか・つか(ねる),"約束(やくそく), 拘束(こうそく), 結束(けっそく), 花束(はなたば), 拘束力(こうそくりょく)"
1263,足,10,足,족,"발, 충분하다, 만족하다, 더하다",ソク,あし・た(りる)・た(る)・た(す),"不足(ふそく), 足し(たし), 満足(まんぞく), 発足(はっそく), 足りない(たりない)"
1264,促,3,人,촉,재촉하다,ソク,うなが(す)・せま(る),"促進(そくしん), 促す(うながす), 催促(さいそく), 販促(はんそく), 販売促進(はんばいそくしん)"
1265,則,6,刀,칙,법칙,ソク,のり・のっと(る)・すなわ(ち),"原則(げんそく), 原則として(げんそくとして), 規則(きそく), 罰則(ばっそく), 反則(はんそく)"
1266,息,8,心,식,숨,ソク,いき・やす(む),"息子(むすこ), 息子さん(むすこさん), 生息(せいそく), ため息(ためいき), 無病息災(むびょうそくさい)"
1267,捉,2,手,착,붙잡다,ソク,とら(える)・つか(まえる)・と(る),"捉える(とらえる), 捕捉(ほそく)"
1268,速,8,辵,속,빠르다,ソク,はや(い)・はや(める)・はや(まる)・すみ(やか),"風速(ふうそく), 高速(こうそく), 高速道路(こうそくどうろ), 速報(そくほう), 加速(かそく)"
1269,側,7,人,측,"측, 쪽",ソク・ショク,がわ・そば・はた・かたわ(ら),"側から(そばから), 側面(そくめん), 日本側(にほんがわ), 国側(くにがわ), 内側(うちがわ)"
1270,測,6,水,측,측정하다,ソク,はか(る),"観測(かんそく), 予測(よそく), 推測(すいそく), 測定(そくてい), 天体観測(てんたいかんそく)"
1271,俗,4,人,속,풍속,ゾク,なら(わし)・いや(しい),"民俗(みんぞく), 風俗(ふうぞく), 民俗学(みんぞくがく), 風俗店(ふうぞくてん), 民俗芸能(みんぞくげいのう)"
1272,族,8,方,족,겨례,ゾク,やから,"家族(かぞく), 遺族(いぞく), 親族(しんぞく), 水族館(すいぞくかん), 民族(みんぞく)"
1273,属,6,尸,속,무리,ゾク・ショク,つ(く)・やから,"所属(しょぞく), 無所属(むしょぞく), 属する(しょくする), 付属(ふぞく), 金属(きんぞく)"
1274,賊,3,貝,적,도둑,ゾク,そこ(なう)・わるもの,"海賊(かいぞく), 盗賊(とうぞく), 海賊版(かいぞくばん)"
1275,続,7,糸,속,계속하다,ゾク・ショク,つづ(く)・つづ(ける)・つ(ぐ),"連続(れんぞく), 続く(つづく), 続き(つづき), 続ける(つづける), 継続(けいぞく)"
1276,卒,7,十,졸,마침,ソツ・シュツ,しもべ・お(わる)・お(える)・にわ(かに)・つい(に),"卒業(そつぎょう), 卒業後(そつぎょうご), 大学卒(だいがくそつ), 卒業生(そつぎょうせい), 高卒(こうそつ)"
1277,率,6,玄,"솔, 율","이끌다, 비율",ソツ・リツ・スイ・シュツ,ひき(いる)・したが(う)・おおむ(ね)・わりあい・かしら,"降水確率(こうすいかくりつ), 倍率(ばいりつ), 打率(だりつ), 比率(ひりつ), 効率(こうりつ)"
1278,存,5,子,존,있다,ソン・ゾン,あ(る)・たも(つ)・ながら(える)・と(う),"存在(そんざい), 保存(ほぞん), 存在感(そんざいかん), 既存(きそん), 依存(いそん)"
1279,村,10,木,촌,마을,ソン,むら,"市町村(しちょうそん), 町村(ちょうそん), 農村(のうそん), 山村(さんそん), 村長(そんちょう)"
1280,孫,7,子,손,손자,ソン,まご,"子孫(しそん), お孫さん(おまごさん), 孫子(そんし), 孫娘(まごむすめ), 初孫(ういまご)"
1281,尊,5,寸,존,"귀중하다, 존중하다",ソン,たっと(い)・とうと(い)・たっと(ぶ)・とうと(ぶ)・みこと,"尊敬(そんけい), 尊重(そんちょう), 尊厳(そんげん), 自尊心(じそんしん), 尊い(たっとい)"
1282,損,6,手,손,"손해, 손상하다, 해치다",ソン,そこ(なう)・そこ(ねる)・へ(る),"損失(そんしつ), 損害賠償(そんがいばいしょう), 損傷(そんしょう), 損害(そんがい), 損保(そんぽ)"
1283,遜,2,辵,손,겸손하다,ソン,へりくだ(る)・ゆず(る)・のが(れる),"謙遜(けんそん), 遜色(そんしょく)"
1284,他,8,人,타,다른 것,タ,ほか,"他人(あだびと), 他に(ほかに), その他(そのた), 他社(たしゃ), 他国(たこく)"
1285,多,9,夕,다,많다,タ,おお(い),"多い(おおい), 多く(おおく), 最多(さいた), 多数(たすう), 多少(たしょう)"
1286,汰,2,水,태,일다,タ・タイ,よな(げる)・にご(る)・おご(る),淘汰(とうた)
1287,打,8,手,타,때리다,ダ・チョウ・テイ,う(つ)・ぶ(つ)・ダース,"二塁打(にるいだ), 安打(あんだ), 本塁打(ほんるいだ), 打撃(だげき), 打線(だせん)"
1288,妥,2.5,女,타,타당,ダ・タ,やす(らか)・おだ(やか),"妥協(だきょう), 妥当(だとう), 妥結(だけつ), 妥当性(だとうせい), 妥協点(だきょうてん)"
1289,唾,2,口,타,침착하다,ダ・タ,つば,唾液(だえき)
1290,堕,2.5,土,타,떨어지다,ダ,お(ちる)・こぼ(つ),堕胎(だたい)
1291,惰,2.5,心,타,게으르다,ダ・タ,おこた(る),"惰性(だせい), 怠惰(たいだ)"
1292,駄,2.5,馬,태,헛됨,ダ・タ,の(せる),"無駄(むだ), 駄目(だめ), 無駄遣い(むだづかい), 駄作(ださく), 駄菓子屋(だがしや)"
1293,太,9,大,태,"굵다, 살찌다",タイ・タ・ダイ,ふと(い)・ふと(る)・はなは(だ),"太陽(たいよう), 太平洋(たいへいよう), 太陽光発電(たいようこうはつでん), 太郎さん(たろうさん), 太鼓(たいこ)"
1294,対,8,寸,대,대하다,タイ・ツイ,む(かう)・つれあい・こた(える)・そろ(い),"対応(たいおう), 対象(たいしょう), 対策(たいさく), に対する(にたいする), に対して(にたいして)"
1295,体,9,人,체,몸,タイ・テイ,からだ,"団体(だんたい), 全体(ぜんたい), 体験(たいけん), 具体的(ぐたいてき), 自治体(じちたい)"
1296,耐,4,而,내,견디다,タイ,た(える),"耐震(たいしん), 耐える(たえる), 耐性(たいせい), 耐震性(たいしんせい), 忍耐(にんたい)"
1297,待,8,彳,대,기다리다,タイ,ま(つ),"期待(きたい), 待ち(まち), 待つ(まつ), 招待(しょうたい), 虐待(ぎゃくたい)"
1298,怠,3,心,태,"게으르다, 나른하다",タイ,おこた(る)・なま(ける)・だる(い),"怠る(おこたる), 怠慢(たいまん), 怠け者(なまけもの), 怠り(おこたり), 怠惰(たいだ)"
1299,胎,3,肉,태,아이배다,タイ,はら(む),"胎児(たいじ), 胎内(たいない), 堕胎(だたい), 胎盤(たいばん), 胎教(たいきょう)"
1300,退,5,辵,퇴,"물러나다, 물리치다",タイ,しりぞ(く)・しりぞ(ける)・の(く)・の(ける)・すさ(る)・しさ(る)・ひ(く),"引退(いんたい), 退職(たいしょく), 撤退(てったい), 敗退(はいたい), 辞退(じたい)"
1301,帯,7,巾,대,"띠, 차다",タイ,お(びる)・おび,"携帯(けいたい), 携帯電話(けいたいでんわ), 世帯(せたい), 時間帯(じかんたい), 一帯(いったい)"
1302,泰,2.5,水,태,태연하다,タイ,やす(い)・やす(らか)・おご(る),"安泰(あんたい), 泰斗(たいと)"
1303,堆,2,土,퇴,쌓이다,タイ・ツイ,うずたか(い),"堆肥(たいひ), 堆積(たいせき)"
1304,袋,3,衣,대,주머니,タイ・テイ,ふくろ,"手袋(てぶくろ), 福袋(ふくぶくろ), レジ袋(レジぶくろ), ビニール袋(ビニールぶくろ), ごみ袋(ごみぶくろ)"
1305,逮,3,辵,체,잡다,タイ,およ(ぶ)・とら(える),"逮捕(たいほ), 逮捕状(たいほじょう), 逮捕される(たいほされる), 逮捕者(たいほしゃ)"
1306,替,4,曰,체,바꾸다,タイ・テイ,か(える)・か(わる),"替え(かえ), 切り替え(きりかえ), 為替(かわせ), 入れ替え(いれかえ), 着替え(きがえ)"
1307,貸,6,貝,대,빌려주다,タイ,か(す),"貸し(かし), 賃貸(ちんたい), 貸し出し(かしだし), 貸し付け(かしつけ), 貸す(かす)"
1308,隊,7,阜,대,무리,タイ・ツイ,くみ・お(ちる),"部隊(ぶたい), 自衛隊(じえいたい), 隊員(たいいん), 海上自衛隊(かいじょうじえいたい), 戦隊(せんたい)"
1309,滞,3,水,체,"밀리다, 막히다, 머무르다",タイ,とどこお(る),"滞在(たいざい), 渋滞(じゅうたい), 滞納(たいのう), 停滞(ていたい), 滞在中(たいざいちゅう)"
1310,態,6,心,태,모습,タイ・テイ,さま・わざ(と),"状態(じょうたい), 態度(たいど), 事態(じたい), 実態(じったい), 態勢(たいせい)"
1311,戴,2,戈,대,이다,タイ,いただ(く),頂戴(ちょうだい)
1312,大,10,大,대,크다,ダイ・タイ・タ・ダ,おお・おお(きい)・おお(いに),"大会(たいかい), 大学(だいがく), 大阪(おおさか), 大きな(おおきな), 大変(たいへん)"
1313,代,8,人,대,대신하다,ダイ・タイ,か(わる)・か(える)・よ・しろ,"代表(だいひょう), 時代(じだい), 年代(ねんだい), 本代(ほんだい), 世代(せだい)"
1314,台,9,口,"대, 태","대, 태",ダイ・タイ,うてな・しもべ,"舞台(ぶたい), 仙台(せんだい), 台湾(たいわん), 台数(だいすう), 台風(たいふう)"
1315,第,8,竹,제,차례,ダイ・テイ,つい(で)・やしき,"第１(だいいち), 第２(だいに), 第３(だいさん), 第一(だいいち), 次第(しだい)"
1316,題,8,頁,제,제목,ダイ・テイ,無し,"問題(もんだい), 課題(かだい), 話題(わだい), 主題歌(しゅだいか), 拉致問題(らちもんだい)"
