순번,한자,구자,급수,부수,음,훈,内音,内訓,外音,外訓,音,訓
1461,笛,,8,竹,적,피리,テキ,ふえ,ジャク,,テキ・ジャク,ふえ
1462,摘,,4,手,적,"따다, 뜯다, 골라내다",テキ,つ(む),,つま(む),テキ,つ(む)・つま(む)
1463,滴,,4,水,적,물방울,テキ,しずく・したた(る),,た(れる),テキ,しずく・したた(る)・た(れる)
1464,適,適,6,辵,적,맞다,テキ,,セキ,かな(う)・ゆ(く)・たまたま,テキ・セキ,かな(う)・ゆ(く)・たまたま
1465,敵,,5,攵,적,"적, 원수",テキ,かたき,,あだ・かな(う),テキ,かたき・あだ・かな(う)
1466,溺,,2,水,닉,빠지다,デキ,おぼ(れる),ニョウ・ジョウ,ゆばり・いばり,デキ・ニョウ・ジョウ,おぼ(れる)・ゆばり・いばり
1467,迭,迭,2.5,辵,질,경질,テツ,,,か(わる)・たが(いに),テツ,か(わる)・たが(いに)
1468,哲,,3,口,철,철학,テツ,,,あき(らか)・さと(い),テツ,あき(らか)・さと(い)
1469,鉄,鐵,8,金,철,철,テツ,,,くろがね・かね,テツ,くろがね・かね
1470,徹,,2.5,彳,철,통하다,テツ,,,とお(る),テツ,とお(る)
1471,撤,,2.5,手,철,거두다,テツ,,,す(てる),テツ,す(てる)
1472,天,,10,大,천,하늘,テン,あめ・あま,,そら,テン,あめ・あま・そら
1473,典,,7,八,전,법,テン,,,ふみ・のり,テン,ふみ・のり
1474,店,,9,广,점,가게,テン,みせ,,たな,テン,みせ・たな
1475,点,點,9,火,점,점,テン,,,つ(ける)・とぼ(る)・とも(る)・た(てる),テン,つ(ける)・とぼ(る)・とも(る)・た(てる)
1476,展,,5,尸,전,펴다,テン,,,の(べる)・ひろ(げる)・つら(ねる),テン,の(べる)・ひろ(げる)・つら(ねる)
1477,添,,4,水,첨,"곁들이다, 따르다",テン,そ(える)・そ(う),,,テン,そ(える)・そ(う)
1478,転,轉,8,車,전,"구르다, 넘어지다",テン,ころ(がる)・ころ(げる)・ころ(がす)・ころ(ぶ),,こ(ける)・まろ(ぶ)・うつ(る)・うた(た)・くるり,テン,ころ(がる)・ころ(げる)・ころ(がす)・ころ(ぶ)・こ(ける)・まろ(ぶ)・うつ(る)・うた(た)・くるり
1479,填,塡,2,土,전,메우다,テン,,,ふさ(ぐ)・ふさ(がる)・うず(める)・うず(まる)・は(める),テン,ふさ(ぐ)・ふさ(がる)・うず(める)・うず(まる)・は(める)
1480,田,,10,田,전,밭,デン,た,,か(る)・か(り),デン,た・か(る)・か(り)
1481,伝,傳,7,人,전,전하다,デン,つた(わる)・つた(える)・つた(う),,つて,デン,つた(わる)・つた(える)・つた(う)・つて
1482,殿,,4,殳,전,높임말,デン・テン,との・どの,,しんがり,デン・テン,との・どの・しんがり
1483,電,,9,雨,전,"번개, 전기",デン,,テン,いなずま,デン・テン,いなずま
1484,斗,,3,斗,두,말,ト,,トウ,ます・ひしゃく,ト・トウ,ます・ひしゃく
1485,吐,,4,口,토,뱉다,ト,は(く),,つ(く)・ぬ(かす),ト,は(く)・つ(く)・ぬ(かす)
1486,妬,,2,女,투,"질투, 시샘하다",ト,ねた(む),,そね(む)・や(く),ト,ねた(む)・そね(む)・や(く)
1487,徒,,7,彳,도,무리,ト,,ズ,かち・いたずら(に)・むだ・あだ・ともがら・ただ,ト・ズ,かち・いたずら(に)・むだ・あだ・ともがら・ただ
1488,途,途,4,辵,도,길,ト,,ズ,みち,ト・ズ,みち
1489,都,都,8,邑,도,수도,ト・ツ,みやこ,,すべ(て),ト・ツ,みやこ・すべ(て)
1490,渡,,4,水,도,"건너다, 건네다",ト,わた(る)・わた(す),,,ト,わた(る)・わた(す)
1491,塗,,3,土,도,칠하다,ト,ぬ(る),,どろ・まみ(れる)・まぶ(す)・みち,ト,ぬ(る)・どろ・まみ(れる)・まぶ(す)・みち
1492,賭,,2,貝,도,"내기, 걸다",ト,か(ける),,かけ,ト,か(ける)・かけ
1493,土,,10,土,토,흙,ド・ト,つち,,,ド・ト,つち
1494,奴,,4,女,노,"하인, 녀석",ド,,ヌ,やっこ・やつ,ド・ヌ,やっこ・やつ
1495,努,,7,力,노,노력하다,ド,つと(める),,ゆめ,ド,つと(める)・ゆめ
1496,度,,8,广,도,"때, 정도",ド・ト・タク,たび,,のり・めもり・わた(る)・はか(る),ド・ト・タク,たび・のり・めもり・わた(る)・はか(る)
1497,怒,,4,心,노,화내다,ド,いか(る)・おこ(る),ヌ,,ド・ヌ,いか(る)・おこ(る)
1498,刀,,9,刀,도,칼,トウ,かたな,,,トウ,かたな
1499,冬,冬,9,冫,동,겨울,トウ,ふゆ,,,トウ,ふゆ
1500,灯,燈,7,火,등,"등불, 비추다",トウ,ひ,ドン・チン・チョウ・テイ,ともしび・あかり・あかし・とも(す)・とぼ(す)・ともし・とぼし,トウ・ドン・チン・チョウ・テイ,ひ・ともしび・あかり・あかし・とも(す)・とぼ(す)・ともし・とぼし
1501,当,當,9,小,당,"맞다, 맞히다",トウ,あ(たる)・あ(てる),,まさ(に…べし),トウ,あ(たる)・あ(てる)・まさ(に…べし)
1502,投,,8,手,투,던지다,トウ,な(げる),,,トウ,な(げる)
1503,豆,,8,豆,두,콩,トウ・ズ,まめ,,たかつき,トウ・ズ,まめ・たかつき
1504,東,,9,木,동,동쪽,トウ,ひがし,,あずま,トウ,ひがし・あずま
1505,到,,4,刀,도,이르다,トウ,,,いた(る),トウ,いた(る)
1506,逃,逃,4,辵,도,"도망치다, 놓아주다",トウ,に(げる)・に(がす)・のが(す)・のが(れる),,,トウ,に(げる)・に(がす)・のが(す)・のが(れる)
1507,倒,,4,人,도,넘어지다,トウ,たお(れる)・たお(す),,さかさま・こ(ける),トウ,たお(れる)・たお(す)・さかさま・こ(ける)
1508,凍,,3,冫,동,얼다,トウ,こお(る)・こご(える),,い(てる)・し(みる),トウ,こお(る)・こご(える)・い(てる)・し(みる)
1509,唐,,4,口,당,"당나라, 당황",トウ,から,,もろこし,トウ,から・もろこし
1510,島,,8,山,도,섬,トウ,しま,,,トウ,しま
1511,桃,,4,木,도,"복숭아, 분홍",トウ,もも,,,トウ,もも
1512,討,,5,言,토,"토의, 토벌하다",トウ,う(つ),,たず(ねる),トウ,う(つ)・たず(ねる)
1513,透,透,4,辵,투,"틈이 생기다, 비치다",トウ,す(く)・す(かす)・す(ける),,とお(る),トウ,す(く)・す(かす)・す(ける)・とお(る)
1514,党,黨,5,儿,당,무리,トウ,,,なかま・むら,トウ,なかま・むら
1515,悼,,2.5,心,도,애도하다,トウ,いた(む),,,トウ,いた(む)
1516,盗,盜,4,皿,도,훔치다,トウ,ぬす(む),,と(る),トウ,ぬす(む)・と(る)
1517,陶,,3,阜,도,흙,トウ,,ヨウ,すえ,トウ・ヨウ,すえ
1518,塔,,4,土,탑,탑,トウ,,,,トウ,無し
1519,搭,,2.5,手,탑,타다,トウ,,,の(る)・の(せる),トウ,の(る)・の(せる)
1520,棟,,2.5,木,동,용마루,トウ,むね・むな,,かしら,トウ,むね・むな・かしら
1521,湯,,8,水,탕,뜨거운 물,トウ,ゆ,ショウ,,トウ・ショウ,ゆ
1522,痘,,3,疒,두,병,トウ,,,もがさ,トウ,もがさ
1523,登,,8,癶,등,"오르다, 올라가다",トウ・ト,のぼ(る),,,トウ・ト,のぼ(る)
1524,答,,9,竹,답,"대답, 대답하다",トウ,こた(える)・こた(え),,,トウ,こた(える)・こた(え)
1525,等,,8,竹,등,"같다, 동등하다",トウ,ひと(しい),,ら・など,トウ,ひと(しい)・ら・など
1526,筒,,2.5,竹,통,통,トウ,つつ,,,トウ,つつ
1527,統,,6,糸,통,총괄하다,トウ,す(べる),,おさ(める)・すじ,トウ,す(べる)・おさ(める)・すじ
1528,稲,稻,4,禾,도,벼,トウ,いね・いな,,,トウ,いね・いな
1529,踏,,4,足,답,밟다,トウ,ふ(む)・ふ(まえる),,,トウ,ふ(む)・ふ(まえる)
1530,糖,,5,米,당,엿,トウ,,,あめ,トウ,あめ
1531,頭,,9,頁,두,머리,トウ・ズ・ト,あたま・かしら,ジュウ,こうべ・かぶり・ほとり,トウ・ズ・ト・ジュウ,あたま・かしら・こうべ・かぶり・ほとり
1532,謄,謄,2.5,言,등,베끼다,トウ,,,うつ(す),トウ,うつ(す)
1533,藤,藤,2,艸,등,등나무,トウ,ふじ,,,トウ,ふじ
1534,闘,鬪,4,門,투,싸우다,トウ,たたか(う),,,トウ,たたか(う)
1535,騰,騰,2.5,馬,등,오르다,トウ,,,あ(がる)・のぼ(る),トウ,あ(がる)・のぼ(る)
1536,同,,9,口,동,같음,ドウ,おな(じ),トウ,とも(に),ドウ・トウ,おな(じ)・とも(に)
1537,洞,,2.5,水,"동, 통",동굴,ドウ,ほら,トウ,うろ・つらぬ(く)・ふか(い)・うつろ,ドウ・トウ,ほら・うろ・つらぬ(く)・ふか(い)・うつろ
1538,胴,,4,肉,동,몸통,ドウ,,トウ,,ドウ・トウ,無し
1539,動,,8,力,동,움직이다,ドウ,うご(く)・うご(かす),トウ,やや(もすれば),ドウ・トウ,うご(く)・うご(かす)・やや(もすれば)
1540,堂,,6,土,당,집,ドウ,,トウ,たかどの,ドウ・トウ,たかどの
1541,童,,8,立,동,아이,ドウ,わらべ,トウ,わらわ,ドウ・トウ,わらべ・わらわ
1542,道,道,9,辵,도,길,ドウ・トウ,みち,,い(う),ドウ・トウ,みち・い(う)
1543,働,,7,人,동,일하다,ドウ,はたら(く),,,ドウ,はたら(く)
1544,銅,,6,金,동,구리,ドウ,,,あかがね,ドウ,あかがね
1545,導,導,6,寸,도,안내하다,ドウ,みちび(く),,しるべ,ドウ,みちび(く)・しるべ
1546,瞳,,2,目,동,눈동자,ドウ,ひとみ,トウ,,ドウ・トウ,ひとみ
1547,峠,,4,山,상,고개,,とうげ,,,無し,とうげ
1548,匿,,3,匸,닉,숨기다,トク,,ジョク,かく(れる)・かくま(う),トク・ジョク,かく(れる)・かくま(う)
1549,特,,7,牛,특,특별,トク,,ドク,おうし・とりわ(け)・ひと(り)・ひと(つ),トク・ドク,おうし・とりわ(け)・ひと(り)・ひと(つ)
